tconst,primaryTitle,titleType,startYear,runtimeMinutes,genres
tt0001712,Jane Shore,movie,1911,\N,\N
tt0001716,Julius Caesar's Sandals,movie,1911,\N,\N
tt0001731,The Convict Hero,movie,1911,\N,Drama
tt0001756,Lucha por la herencia,movie,1911,92,\N
tt0001764,Madero al sur del país,movie,1911,\N,\N
tt0001778,Menneskedyret,movie,1911,\N,\N
tt0001785,The Miner's Curse,movie,1911,\N,Drama
tt0001790,"Les Misérables, Part 1: Jean Valjean",movie,1913,60,Drama
tt0001803,The Mystery of a Hansom Cab,movie,1911,\N,\N
tt0001812,Oedipus Rex,movie,1911,56,Drama
