tconst,primaryTitle,titleType,startYear,runtimeMinutes,genres
tt0002973,Dr. Mawson in the Antarctic,movie,1913,68,Documentary
tt0002975,L'homme qui assassina,movie,1913,\N,\N
tt0002977,Za chest' russkogo znameni,movie,1913,\N,Drama
tt0002978,Hoodman Blind,movie,1913,50,Drama
tt0002987,"How Fine, How Fresh the Roses Were",movie,1913,\N,Romance
tt0002996,My Husband's Getting Married,movie,1913,\N,Comedy
tt0003002,The Firefly,movie,1913,47,Drama
tt0003006,In the Bishop's Carriage,movie,1913,50,"Crime,Drama"
tt0003008,In the Stretch,movie,1913,\N,Drama
tt0003010,"Incendio en el barrio de Montemolín, Zaragoza",movie,1913,\N,\N
tt0003014,Ingeborg Holm,movie,1913,96,Drama
tt0003015,Die Insel der Seligen,movie,1913,49,"Comedy,Fantasy"
tt0003022,Ivanhoe,movie,1913,53,"Adventure,Drama,Romance"
tt0003024,Jack London's Adventures in the South Sea Islands,movie,1913,\N,Documentary
tt0003037,Fantomas: The Man in Black,movie,1913,61,"Crime,Drama"
tt0003039,The Keys to Happiness,movie,1913,\N,Drama
tt0003042,Kleiner Svend und seine Mutter,movie,1913,\N,Drama
tt0003048,A Lady of Quality,movie,1913,50,Drama
tt0003051,Die Landstraße,movie,1913,\N,\N
tt0003053,Laura y sus pretendientes,movie,1913,\N,\N
tt0003056,Leah Kleschna,movie,1913,\N,"Crime,Drama"
tt0003058,The Legend of Provence,movie,1913,\N,Drama
tt0003070,The Lipton Cup: Introducing Sir Thomas Lipton,movie,1913,\N,"Drama,Sport"
tt0003076,Livets konflikter,movie,1913,64,Drama
tt0003084,The Lotus Dancer,movie,1913,\N,Drama
tt0003098,The Lure of New York,movie,1913,\N,Drama
tt0003100,La luz que vuelve,movie,1913,\N,\N
tt0003102,Love Everlasting,movie,1914,90,Drama
tt0003108,Macbeth,movie,1913,50,"Crime,Drama"
tt0003113,Mala raza,movie,1913,101,\N
tt0003116,The Man from the Golden West,movie,1913,\N,Western
tt0003124,Los marinos de papel,movie,1913,\N,\N
tt0003131,War Is Hell,movie,1914,50,"Drama,War"
tt0003139,Mexican War Pictures,movie,1913,\N,Documentary
tt0003140,Mexican War Pictures,movie,1913,\N,Documentary
tt0003143,Mijntje en Trijntje,movie,1913,\N,\N
tt0003150,Miraklet,movie,1913,100,Drama
tt0003159,"Les Misérables, Part 2: Fantine",movie,1913,300,Drama
tt0003160,El modelo de virtudes,movie,1913,\N,\N
tt0003165,Fantômas: The Dead Man Who Killed,movie,1913,90,"Crime,Drama,Mystery"
tt0003167,"Home, Sweet Home",movie,1914,55,Drama
tt0003171,Moths,movie,1913,\N,Drama
tt0003218,Novillada de beneficencia en Zaragoza,movie,1913,\N,\N
tt0003227,"The Girl from Abroad; or, The Great Underworld",movie,1913,54,Drama
